id;log_price;property_type;room_type;amenities;accommodates;bathrooms;bed_type;cancellation_policy;cleaning_fee;city;description;first_review;host_has_profile_pic;host_identity_verified;host_response_rate;host_since;instant_bookable;last_review;latitude;longitude;name;neighbourhood;number_of_reviews;review_scores_rating;thumbnail_url;zipcode;bedrooms;beds;Price
14101449;4.394449154672439;Apartment;Private room;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;strict;True;NYC;Bonjour, I am Carine,  born & raised in Paris, France. One private bedroom available in my two bedroom 2nd floor apartment (no elevator) which offers an eclectic and peaceful retreat from which guests can explore the proximity of local attractions. My 2nd floor apartment (no elevator), fully furnished with its own distinctive decor, offers an eclectic and peaceful retreat from which guests can explore the proximity of local attractions in Manhattan as well as discovering other boroughs of the City that NEVER sleeps: NYC! The private room is VERY spacious  so you will not be disappointed at all. I cater to the non-smoking, cosmopolitan, and urban traveler and family from out of town. THE APARTMENT IS: • on a brownstone tree-lined street • located in  Harlem in Manhattan • 15/20 minutes from Times Square • near cozy restaurants (Yatenga, Chez Lucienne, Corner Social Red Rooster, Harlem Beer Garden....), cool bars (Shrine, Lenox Lounge SoCo....), supermarkets, laundromat, drugstore  Super;2011-11-01;t;t;100%;2011-10-25;f;2017-06-20;40.81511699630568;-73.94692437051488;Chez Carine - Privacy in Manhattan;Harlem;64;91.0;https://a0.muscache.com/im/pictures/2510601/8a886ffd_original.jpg?aki_policy=small;10027;1.0;1.0;81.00000000000003
13453710;3.4011973816621555;House;Private room;"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""Self Check-In"",Lockbox}";1;2.0;Real Bed;flexible;True;DC;The house is open and bright and an IKEA wonderland. We have a big open dining room perfect for your morning coffee and a back yard and porch for the warmer mornings. Our house style is cozy with color! We try to make it feel like home from the multitude of plants and candles to our cozy rugs and furniture. Only 2 blocks from the blue and silver line metro makes all of D.C. easily accessible especially eastern market, smithsonian and the pentagon which are a direct ride without a transfer!;2017-04-02;t;f;50%;2015-04-30;f;2017-04-08;38.89158898803839;-76.93532596223423;Benning Road Abode;Benning Heights;2;100.0;https://a0.muscache.com/im/pictures/9281face-3414-422c-b724-02fd641d7d59.jpg?aki_policy=small;20019;1.0;1.0;30.000000000000004
10803794;5.068904202220232;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}";4;2.0;Real Bed;strict;True;NYC;Welcome to the “Island Style” Garden Suite.  Our apartment is cool and modern and covers the entire ground floor.  Details: two bedroom/two bath, backyard, on a tree-lined block in the hottest neighborhood in Brooklyn - Bed Stuy. It's filled with modern custom furnishings, curated art, and bedroom backyard access.  It’s a great space for singles, couples, and families who want an authentic BK experience, with outdoor space to entertain when they are not out and about. When you arrive you can’t miss us, the house has a turquoise front door, representative of the waters of the Caribbean. The apartment has its own private entrance on the ground level, a modern full kitchen, living/dining area, two bedrooms, two full bathrooms, washer/dryer and a backyard.   Each furnishing was hand selected by a well known local interior designer and many of the pieces are from my company’s curated wallpaper & carpet collection. Because I’m a creative, I pay attention to every detail from making sure the ;2016-07-19;t;f;100%;2016-06-02;t;2017-09-19;40.68252013749118;-73.93862545238751;Island Style Garden Suite;Bedford-Stuyvesant;36;98.0;https://a0.muscache.com/im/pictures/a62c006e-30c8-4296-8221-b8292401e33e.jpg?aki_policy=small;11216;2.0;2.0;159.00000000000014
15581030;4.941642422609304;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";4;1.0;Real Bed;moderate;True;DC;The basement apartment is on a quiet residential tree-lined street. Centrally located: 1 mile to US Capitol building, US Supreme Court, Library of Congress & Union Station. Less than 2 miles to the National Mall and Smithsonian museums. 15 minute walk to Eastern Market/Metro & Barracks Row.10 minute walk to the bustling H street corridor with new restaurants popping up regularly. New York style deli with organic products is conveniently located 3 blocks away. 3 blocks away from Lincoln Park. The apartment is in a quiet residential road.  The apartment can host up to 2 adults in the Queen bed + 2 children or 1 adult in the sofa bed in the common space ideally. Please contact us if you are more than 3 adults to see if we can accommodate you.Please keep in mind this is a basement apartment. If you are looking for the soundproof experience, this is not your place :) We live above and you will hear steps, floor crackles, and the HVAC unit going on and off. The key to your apartment will be ;2016-10-30;t;t;100%;2012-08-20;t;2017-04-12;38.893709826684045;-76.98761432186822;Modern Boutique Apt in Capitol Hill;;7;91.0;https://a0.muscache.com/im/pictures/feb02118-04d6-4166-af2c-908cb00ad964.jpg?aki_policy=small;20002;1.0;1.0;139.99999999999994
8990226;4.8283137373023015;House;Entire home/apt;"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher""}";2;1.0;Real Bed;flexible;True;LA;Well located, in Mid City Los Angeles.  Fully furnished 2 bedroom home, 1 bath, and private oasis backyard full of plants. Just mins to downtown LA, Hollywood, Beverly Hills, Santa Monica, and Venice, relative to LA. Home has Internet, free parking, washer, dryer, AC, TV, and heater.;;t;f;;2012-08-28;f;;34.04575814125481;-118.36365684194652;Lovely 2 bed home in Mid City LA;;0;;https://a0.muscache.com/im/pictures/94856202/33e2b2d9_original.jpg?aki_policy=small;90019;2.0;2.0;125.00000000000006
10628277;6.214608098422191;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Iron}";2;1.5;Real Bed;flexible;False;Boston;We are the first tenants in this new construction in South Boston. We are walking distance to all of the shops and restaurants in Southie and only a 15 min walk to the beach and Seaport area and 2 miles to the South End or Back Bay.;;t;t;;2015-01-19;f;;42.33569353729664;-71.04772416765502;New construction w large patio;South Boston;0;;https://a0.muscache.com/im/pictures/3783f43b-2dba-4f39-888d-8d572ae9a1fa.jpg?aki_policy=small;02127;1.0;1.0;499.9999999999999
16780250;4.605170185988092;House;Private room;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";3;1.0;Real Bed;strict;True;LA;Private bedroom and bathroom in a classic Hollywood Hills estate. Spend your days basking in California's eternal sunshine and sleeping on one of the most comfortable beds you've ever felt. Pool + deck! BONUS: Are you a pianist? We invite you to play our Grand! The private bedroom and bathroom in this magnificent home is the perfect escape from the hustle and bustle of Los Angeles. Enjoy a busy day in the city or a fun night out on the town and come home to the peace and tranquility of Mount Olympus, one of Los Angeles' premier neighborhoods. Take a mid-day dip in the pool, sun bathe on the ample pool deck, or take in the beautiful city lights. Be sure to head down the road to Runyon Canyon for one of LA's most famous hikes and grab dinner and drinks on Sunset blvd! Live your Hollywood dreams and retire to your escape in the hills. Available for photo shoots and video for an additional charge. Please inquire before booking if you would like to use the room or space for photography or v;2015-04-26;t;t;89%;2012-09-25;t;2017-04-08;34.112581774270424;-118.36244746699111;Private Room in WeHo Hills!;;99;94.0;https://a0.muscache.com/im/pictures/74907652/350dae8d_original.jpg?aki_policy=small;90046;1.0;1.0;100.00000000000004
6799722;5.0238805208462765;House;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,Bathtub,""Babysitter recommendations""}";6;1.0;Real Bed;strict;True;LA;Everything in this house is clean and brand new. It is a completely renovated craftsman house with awesome finishes. It is very private, comfortable, and clean, a great layout and... located in the West Adams area, it is close to everything in LA! It is about 25 mins to the beach, 20 mins to Hollywood and 10-15 mins to Downtown. This open, airy 2 bedroom house is completely renovated, with a gorgeous (and very clean) bathroom and cozy furniture.  We have made improvements since these photos were taken so the space will be even better and cozier than the pictures.  Cooking will be easy with the brand new appliances including a dishwasher and and in-house washer and dryer. The lockbox is attached to the door so you will be able to let yourself in and out as you need. There is a lockbox at the door so you will be able to let yourself in and out on your own time.  You will have total privacy, but should you need anything at all we are here for you! E.g. any questions about the house, the n;2017-01-03;t;t;100%;2011-11-29;t;2017-04-16;34.03088818077473;-118.32348667806832;BRAND NEW 2bed/1bath House, Clean, Central, Airy;West Adams;14;99.0;https://a0.muscache.com/im/pictures/15394a59-27e5-4e12-b2c0-ad5380e6bf71.jpg?aki_policy=small;90018;2.0;2.0;152.0
618865;6.907755278982138;Apartment;Shared room;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer}";2;1.0;Real Bed;flexible;False;NYC;Our apartment is brand new, in a great area with easy access to all subway lines! We have two spacious bedrooms available, with a modern kitchen and bathroom included. Located in the heart of the financial district, there is plenty to see and do! Our space can comfortably can 4-5 people, with a master bedroom, smaller bedroom, and one futon. We have two TV's, all new furniture and tableware, and a modern kitchen and bathroom.   Guests will have access to everything we have! Mi casa es su casa! Kitchen/bathroom would be shared with our other roommate who will be there that weekend.  One of our roommates will be there for the weekend, but feel free to make yourself at home! Located on historic Wall Street, we are a block away from the New York Stock Exchange, the Federal Hall National Memorial, and Museum of American Finance. Several good bars and restaurants around town including unique Stone Street and legendary Fraunces Tavern Public transportation couldn't be easier from our location;;t;t;;2014-01-17;f;;40.70511049411266;-74.00942583381035;An Accomodating Apartment on Wall;Financial District;0;;https://a0.muscache.com/im/pictures/30067653/c2b6457a_original.jpg?aki_policy=small;10005;1.0;2.0;1000.0000000000007
1135064;5.010635294096256;Apartment;Entire home/apt;"{""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}";3;1.0;Real Bed;flexible;True;NYC;Located in the Crown Heights neighborhood of Brooklyn, this bright, newly renovated apartment has everything for a relaxing stay. Conveniently located within walking distance to local parks, museums, cafes, restaurants and bars. Accommodates up to 2 adults in the Master Bedroom, and 1 child in the second bedroom. The space is very bright, with an abundance of natural light. Clean linens and towels will be provided. Free wifi access. Small clean kitchen with necessary utensils. This apartment is great for a couple, or family. Guests have access to a private terrace I or my property manager will be available anytime. North Crown Heights has become a great area, with many bars, cafes and restaurants just a short walk away. There are a number of parks close by, including 3 museums, with the Brooklyn Children's Museum just a 3 minute walk away. The apartment is close to Brooklyn Botanic Gardens, The Brooklyn Public Library, Park Slope, Prospect Park and much more. This is a great apartment,;;t;f;;2016-05-04;f;;40.67212420477452;-73.94389684180591;Bright Loft-Like Apartment;Crown Heights;0;;https://a0.muscache.com/im/pictures/98ee96af-53bc-4d80-a1f5-d0f9bb635c61.jpg?aki_policy=small;11213.0;2.0;3.0;150.00000000000009
